Filename	Total Sequences	Total Length	Total Bases	GC Content (%)	AT Content (%)	N50	N75	N90	Median Length	Mean Length	Longest Sequence	Shortest Sequence	Ambiguous Bases (%)	Sequences with Ns	Max N-run	Homopolymers	Max Homopolymer	Duplicate Sequences	Short Sequences (<100 bp)	Long Sequences (>1M bp)	File Size (MB)	Warnings	E. coli Status	Best Species	ANI (%)	E. coli / Shigella Confirmed	Contamination Suspected
GCA_040418205.1.fna	258	5004521	5004521	50.74	49.26	67320	38662	10367	3667.5	19397	203990	207	0.00	0	0	21024	11	0	0	0	4.86	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_907163495.1.fna	239	5085967	5085967	50.45	49.55	86245	55422	25935	1257	21280	273582	112	0.00	0	0	21875	11	0	0	0	4.94	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_037047645.1.fna	252	5344393	5344393	50.55	49.45	122649	58884	16320	1961.0	21208	252106	203	0.00	0	0	23135	10	0	0	0	5.19	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_040416205.1.fna	178	4999389	4999389	50.64	49.36	119275	45104	17811	4588.0	28086	369853	205	0.00	0	0	21456	11	0	0	0	4.84	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_052072985.1.fna	148	4920799	4920799	50.77	49.23	150168	70943	40379	1921.0	33249	358695	206	0.00	0	0	20593	11	0	0	0	4.77	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_964007325.1.fna	317	4998312	4998312	50.63	49.37	32165	17632	9344	8635	15768	130071	202	0.00	0	0	21132	11	0	0	0	4.86	2	GC:Normal,Size:Normal	Escherichia Coli K12	96.71	Yes	No
GCA_030024465.1.fna	531	5278227	5278227	50.42	49.58	156210	62861	19949	327	9940	297028	201	0.01	6	191	22473	11	0	0	0	5.14	3	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040415995.1.fna	294	5066758	5066758	50.77	49.23	59907	28355	9317	4269.0	17234	218343	221	0.00	0	0	21270	11	0	0	0	4.92	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.34	Yes	No
GCA_964006055.1.fna	129	5223309	5223309	50.81	49.19	178568	107489	33756	4867	40491	466193	234	0.00	0	0	22351	10	0	0	0	5.06	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_040419025.1.fna	240	5042928	5042928	50.72	49.28	90857	32454	12309	4812.5	21012	278887	205	0.00	0	0	21535	13	0	0	0	4.89	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.53	Yes	No
GCA_964006675.1.fna	108	5142893	5142893	50.68	49.32	191513	96565	41793	5999.5	47619	347999	298	0.00	0	0	22087	10	0	0	0	4.98	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_964006015.1.fna	163	5219721	5219721	50.58	49.42	134640	85211	21939	3572	32023	359493	254	0.00	0	0	22333	10	0	0	0	5.06	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_037047805.1.fna	206	4879953	4879953	50.69	49.31	73229	40060	20282	4463.0	23689	289518	212	0.00	0	0	20572	10	0	0	0	4.73	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_037048425.1.fna	218	5154194	5154194	50.69	49.31	128387	67991	21216	1932.5	23643	239076	200	0.00	0	0	22285	11	0	0	0	5.00	2	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040415665.1.fna	256	5051479	5051479	50.66	49.34	51730	27225	13105	6258.0	19732	187200	202	0.00	0	0	21335	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_040415675.1.fna	296	5004818	5004818	50.76	49.24	50367	26206	8938	5093.5	16908	190682	218	0.00	0	0	20993	10	0	0	0	4.86	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040418325.1.fna	201	5054565	5054565	50.63	49.37	83692	40265	18482	5465	25147	201581	216	0.00	0	0	21410	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_011763315.1.fna	302	4973003	4973003	50.39	49.61	109496	67474	31354	669.0	16467	397029	207	0.00	0	0	21373	12	0	0	0	4.83	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.33	Yes	No
GCA_050113155.1.fna	11	5181058	5181058	50.64	49.36	4908279	4908279	4908279	10326	471005	4908279	2101	0.00	0	0	21889	10	0	0	1	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_040416975.1.fna	226	5042180	5042180	50.68	49.32	68092	31226	16458	6316.0	22311	179463	226	0.00	0	0	21249	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040417215.1.fna	170	4987759	4987759	50.72	49.28	134513	61051	28118	2697.5	29340	358694	226	0.00	0	0	20969	12	0	0	0	4.83	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_040417235.1.fna	290	4935387	4935387	50.82	49.18	52113	29607	9685	4043.0	17019	170690	218	0.00	0	0	20619	9	0	0	0	4.79	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_966512345.1.fna	167	5032996	5032996	50.71	49.29	114910	54420	17378	5254	30138	368800	525	0.00	0	0	21491	16	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_024330145.2.fna	4	4780349	4780349	50.97	49.03	4689650	4689650	4689650	44299.5	1195087	4689650	2100	0.00	0	0	19674	10	0	0	1	4.62	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.25	Yes	No
GCA_011318395.1.fna	644	4995943	4995943	50.31	49.69	112242	50826	27942	462.5	7758	370962	204	0.00	0	0	21407	9	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.69	Yes	No
GCA_040416845.1.fna	520	5596348	5596348	50.49	49.51	69294	30804	5730	1433.5	10762	261949	205	0.00	0	0	23943	12	0	0	0	5.45	3	GC:Normal,Size:Atypical	Escherichia Coli K12	99.4	Yes	No
GCA_009793445.1.fna	96	4744257	4744257	50.69	49.31	179595	119371	79868	1667.0	49419	707048	206	0.00	0	0	19775	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.54	Yes	No
GCA_964006225.1.fna	164	5310506	5310506	50.62	49.38	138707	87093	21234	4669.5	32381	466245	253	0.00	0	0	22923	10	0	0	0	5.15	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_964206175.1.fna	180	5125557	5125557	50.56	49.44	132603	68290	20022	2362.5	28475	360284	245	0.00	0	0	21925	10	0	0	0	4.97	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.83	Yes	No
GCA_009793615.1.fna	80	4743119	4743119	50.70	49.30	188117	112663	79194	6470.0	59289	706866	245	0.00	0	0	19763	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.53	Yes	No
GCA_040416475.1.fna	262	4960536	4960536	50.66	49.34	45239	28163	12070	6680.0	18933	188158	208	0.00	0	0	20854	10	0	0	0	4.81	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_964206405.1.fna	134	4993219	4993219	50.75	49.25	136617	103763	21201	7233.0	37263	417492	263	0.00	0	0	21177	10	0	0	0	4.84	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_052072795.1.fna	107	5001907	5001907	50.74	49.26	178383	110639	45230	3015	46747	585332	225	0.00	0	0	20935	255	0	0	0	4.84	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_964205925.1.fna	102	5168567	5168567	50.60	49.40	175045	106317	41606	9383.0	50672	389144	293	0.00	0	0	22238	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_009900585.1.fna	104	4744654	4744654	50.84	49.16	149971	108449	59891	1392.5	45622	449833	205	0.00	0	0	19734	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_050113055.1.fna	10	5217691	5217691	50.65	49.35	4905741	4905741	4905741	21521.0	521769	4905741	1934	0.00	0	0	22166	10	0	0	1	5.04	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_040415795.1.fna	241	5034938	5034938	50.66	49.34	56402	32270	15479	5465	20892	203353	201	0.00	0	0	21223	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_037048265.1.fna	193	5106782	5106782	50.71	49.29	123594	52095	19086	3788	26460	275149	212	0.00	0	0	21787	10	0	0	0	4.95	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.83	Yes	No
GCA_037047605.1.fna	215	4924057	4924057	50.77	49.23	114170	61825	18975	1918	22903	318083	203	0.00	0	0	20862	10	0	0	0	4.78	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_025536555.1.fna	193	4582499	4582499	50.68	49.28	88455	39837	22034	2963	23744	305986	201	0.04	15	100	19066	35	0	0	0	4.45	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.33	Yes	No
GCA_040415575.1.fna	277	4916610	4916610	50.85	49.15	46480	22648	10364	6022	17749	163271	218	0.00	0	0	20522	9	0	0	0	4.77	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040713295.1.fna	191	5492320	5492320	50.39	49.60	119748	65690	19339	4210	28756	368098	505	0.01	0	0	24117	10	0	0	0	5.32	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_964206045.1.fna	125	5000167	5000167	50.73	49.27	124089	69597	26291	10243	40001	304543	230	0.00	0	0	21311	10	0	0	0	4.84	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_964206185.1.fna	193	5112531	5112531	50.66	49.34	90842	42636	21309	4429	26490	242675	239	0.00	0	0	21971	10	0	0	0	4.96	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_964206255.1.fna	144	5368697	5368697	50.62	49.38	162868	77768	31053	3597.0	37283	361659	267	0.00	0	0	23081	10	0	0	0	5.20	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.83	Yes	No
GCA_907163715.1.fna	224	5087201	5087201	50.46	49.54	108365	66003	32578	623.5	22711	273880	112	0.00	0	0	21875	11	0	0	0	4.94	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.34	Yes	No
GCA_964205555.1.fna	142	5159374	5159374	50.60	49.40	117753	74598	27424	7698.0	36334	308038	219	0.00	0	0	22180	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_050113115.1.fna	11	5179137	5179137	50.64	49.36	4908281	4908281	4908281	5376	470831	4908281	2101	0.00	0	0	21857	10	0	0	1	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_025630975.1.fna	124	4711974	4711974	50.83	49.17	118922	54562	25209	11457.0	38000	254392	340	0.00	0	0	19711	11	0	0	0	4.56	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_040416045.1.fna	224	5034676	5034676	50.68	49.32	90842	40378	14219	4180.0	22476	369726	205	0.00	0	0	21538	11	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_964205675.1.fna	235	5146446	5146446	50.60	49.40	58918	27263	12134	8495	21900	247935	216	0.00	0	0	22113	10	0	0	0	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_040418985.1.fna	229	5147962	5147962	50.59	49.41	61158	31136	15399	6879	22480	205002	208	0.00	0	0	21845	10	0	0	0	4.99	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_040415435.1.fna	190	5054051	5054051	50.63	49.37	83692	39024	19482	6469.0	26600	232196	208	0.00	0	0	21389	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_040712345.1.fna	153	5164455	5164455	50.63	49.36	119519	55697	20362	7155	33755	254891	509	0.01	0	0	21852	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_040712335.1.fna	118	5137068	5137068	50.69	49.30	119517	59332	36076	12618.0	43534	382168	502	0.00	0	0	21857	11	0	0	0	4.97	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_964206005.1.fna	237	4860022	4860022	50.70	49.30	56515	29717	12059	6913	20506	183986	354	0.00	0	0	20434	10	0	0	0	4.72	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_009798605.1.fna	155	4657336	4657336	50.61	49.39	167959	113124	52292	584	30047	341059	245	0.00	0	0	19480	10	0	0	0	4.51	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_964006945.1.fna	123	5271024	5271024	50.62	49.38	190796	104444	32146	5825	42854	655536	259	0.00	0	0	22649	10	0	0	0	5.10	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_037048485.1.fna	201	5145754	5145754	50.69	49.31	117678	72315	22602	1826	25601	303209	203	0.00	0	0	22194	11	0	0	0	4.99	2	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_037049065.1.fna	216	5243916	5243916	50.72	49.28	111125	55922	20233	2857.0	24277	269386	209	0.00	0	0	22435	10	0	0	0	5.09	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040416635.1.fna	179	5064339	5064339	50.63	49.37	88711	41150	24898	6304	28292	279227	216	0.00	0	0	21444	10	0	0	0	4.91	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_964205655.1.fna	249	5281882	5281882	50.63	49.37	135410	50675	16909	1797	21212	319139	203	0.00	0	0	22809	10	0	0	0	5.13	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_907163575.1.fna	174	5215304	5215304	50.74	49.26	173342	136587	39536	627.5	29973	623002	112	0.00	0	0	22337	10	0	0	0	5.06	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_966518725.1.fna	221	5214762	5214762	50.72	49.28	95121	56306	18472	2387	23596	328094	500	0.00	0	0	22691	16	0	0	0	5.07	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_964007195.1.fna	133	4887378	4887378	50.62	49.38	101279	57514	24791	12702	36747	246816	324	0.00	0	0	20614	10	0	0	0	4.74	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_964006025.1.fna	110	5278524	5278524	50.64	49.36	190647	94340	53277	4720.5	47987	650670	263	0.00	0	0	22629	10	0	0	0	5.11	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_040416215.1.fna	182	5055575	5055575	50.64	49.36	87677	40588	20341	5933.5	27778	226248	208	0.00	0	0	21395	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_907164365.1.fna	140	5148220	5148220	50.75	49.25	222782	135945	53582	925.5	36773	623107	112	0.00	0	0	21957	10	0	0	0	4.99	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040416865.1.fna	174	5060737	5060737	50.63	49.37	83573	43180	20759	7134.5	29085	226022	216	0.00	0	0	21433	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_009824195.1.fna	176	4874590	4874590	50.74	49.26	138048	95225	38008	758.0	27697	665709	204	0.00	0	0	20406	9	0	0	0	4.73	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_964205905.1.fna	112	5236702	5236702	50.63	49.37	240327	123858	68354	3941.5	46756	359582	202	0.00	0	0	22371	10	0	0	0	5.07	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_040415875.1.fna	204	5033423	5033423	50.70	49.30	82002	42163	13764	5219.5	24674	226987	226	0.00	0	0	21248	12	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.31	Yes	No
GCA_037048405.1.fna	244	5096937	5096937	50.76	49.24	97499	58783	15822	2498.5	20889	222636	200	0.00	0	0	21762	10	0	0	0	4.95	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040417585.1.fna	223	5222949	5222949	50.48	49.52	64229	33032	18134	5944	23421	226022	208	0.00	0	0	22291	10	0	0	0	5.06	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_040417135.1.fna	230	5050053	5050053	50.67	49.33	67488	30021	13126	6763.5	21957	186520	208	0.00	0	0	21348	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_969779115.1.fna	157	5016328	5016328	50.52	49.48	79934	47332	22312	8736	31951	303786	501	0.00	0	0	21773	60	0	0	0	4.87	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_040507325.1.fna	197	5041256	5041256	50.71	49.29	72174	42937	18564	7508	25590	203990	218	0.00	0	0	21239	11	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040419185.1.fna	242	5044587	5044587	50.66	49.34	56826	30838	12551	5893.5	20845	203353	208	0.00	0	0	21293	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_964205585.1.fna	107	5110451	5110451	50.54	49.46	222419	94016	32027	8945	47761	424352	407	0.00	0	0	21891	11	0	0	0	4.95	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_053164725.1.fna	3	5142182	5142182	50.83	49.17	4985772	4985772	4985772	79563	1714061	4985772	76847	0.00	1	100	22211	11	0	0	1	4.97	3	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_964205495.1.fna	97	5159455	5159455	50.60	49.40	152216	103763	36047	11626	53190	307951	416	0.00	0	0	22193	10	0	0	0	4.99	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_052072855.1.fna	117	4934622	4934622	50.70	49.30	203660	94114	44607	1723	42176	554485	210	0.00	0	0	20821	255	0	0	0	4.78	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_040416705.1.fna	309	4991288	4991288	50.72	49.28	43671	22648	8625	5438	16153	121327	201	0.00	0	0	20901	10	0	0	0	4.85	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_040417665.1.fna	263	4959165	4959165	50.77	49.23	69296	34579	12554	3465	18856	196055	202	0.00	0	0	20862	12	0	0	0	4.81	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_964006995.1.fna	141	5341217	5341217	50.63	49.37	172957	96764	28060	4374	37881	611068	303	0.00	0	0	23109	10	0	0	0	5.17	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040417035.1.fna	200	5060940	5060940	50.66	49.34	81138	35852	20269	5802.0	25305	279227	202	0.00	0	0	21434	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_024700835.2.fna	4	4628945	4628945	50.71	49.29	4603416	4603416	4603416	10130.0	1157236	4603416	5269	0.00	0	0	19221	9	0	0	1	4.47	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.56	Yes	No
GCA_964007255.1.fna	162	5210761	5210761	50.48	49.52	191691	116868	41799	1213.0	32165	330770	265	0.00	0	0	22595	10	0	0	0	5.05	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_009825195.1.fna	164	4865441	4865441	50.79	49.21	138048	95180	38008	769.0	29667	640163	204	0.00	0	0	20347	9	0	0	0	4.72	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_040418585.1.fna	179	4936712	4936712	50.73	49.27	118802	54338	21855	3305	27579	359452	225	0.00	0	0	20766	10	0	0	0	4.78	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.32	Yes	No
GCA_964205365.1.fna	110	5166731	5166731	50.60	49.40	162945	97004	43996	9006.5	46970	344288	313	0.00	0	0	22231	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_964206535.1.fna	146	5471606	5471606	50.30	49.70	181151	109320	30509	4376.0	37477	650067	253	0.00	0	0	23686	10	0	0	0	5.30	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_019355495.1.fna	5	5392098	5392098	50.79	49.21	5216726	5216726	5216726	4073	1078420	5216726	1459	0.00	0	0	23033	10	0	0	1	5.21	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_045801095.1.fna	191	4934362	4934362	50.80	49.20	137035	57952	36840	1053	25834	353951	208	0.00	0	0	20645	111	0	0	0	4.78	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_964205975.1.fna	168	5402000	5402000	50.56	49.44	94423	47580	24029	8343.0	32155	277399	261	0.00	0	0	23275	10	0	0	0	5.24	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.84	Yes	No
GCA_964205635.1.fna	92	5167731	5167731	50.60	49.40	190992	111579	43996	11306.5	56171	341816	391	0.00	0	0	22234	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.72	Yes	No
GCA_040417175.1.fna	213	5027196	5027196	50.71	49.29	99994	46465	13826	3966	23602	242413	221	0.00	0	0	21179	9	0	0	0	4.87	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_040419085.1.fna	184	5057945	5057945	50.64	49.36	79414	42813	18707	7350.5	27489	226248	208	0.00	0	0	21387	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_040417965.1.fna	210	5056554	5056554	50.65	49.35	63801	34345	18470	6654.5	24079	269033	208	0.00	0	0	21386	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_009793665.1.fna	98	4742791	4742791	50.70	49.30	179595	119371	85011	1665.5	48396	706865	206	0.00	0	0	19750	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_964007015.1.fna	247	5036002	5036002	50.71	49.29	71815	42654	16321	2149	20389	269147	200	0.00	0	0	21398	11	0	0	0	4.89	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_040418385.1.fna	250	5028769	5028769	50.74	49.26	61447	28157	13528	5376.0	20115	297307	225	0.00	0	0	21133	9	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.34	Yes	No
GCA_964205995.1.fna	136	5443303	5443303	50.27	49.73	212464	109323	29789	4926.0	40024	525729	252	0.00	0	0	24397	10	0	0	0	5.27	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_009824745.1.fna	1419	6077196	6077196	50.39	49.61	13544	4968	1564	1177	4283	145957	202	0.00	0	0	26063	10	0	0	0	6.02	2	GC:Normal,Size:Atypical	Escherichia Coli K12	99.28	Yes	No
GCA_025536675.1.fna	17	4858794	4858794	50.75	49.24	2889031	1254774	701383	570	285811	2889031	215	0.01	1	322	20326	12	0	0	2	4.69	3	GC:Normal,Size:Normal	Escherichia Coli K12	99.24	Yes	No
GCA_009900645.1.fna	1121	5286776	5286776	51.33	48.67	227174	109161	972	468	4716	626484	205	0.00	0	0	21639	10	0	0	0	5.23	2	GC:Atypical,Size:Normal	Escherichia Coli K12	99.57	Yes	No
GCA_037047345.1.fna	186	5106604	5106604	50.71	49.29	112353	43029	20677	4443.5	27455	302951	202	0.00	0	0	21762	10	0	0	0	4.95	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_009824205.1.fna	93	4806058	4806058	50.89	49.11	211001	147396	59891	1222	51678	558883	238	0.00	0	0	19958	10	0	0	0	4.65	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_018972205.1.fna	2	5202633	5202633	50.66	49.34	5085697	5085697	5085697	2601316.5	2601316	5085697	116936	0.00	0	0	22261	10	0	0	1	5.02	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_018972245.1.fna	4	5190273	5190273	50.77	49.23	5052030	5052030	5052030	68348.5	1297568	5052030	1546	0.00	0	0	22060	10	0	0	1	5.01	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.84	Yes	No
GCA_964206545.1.fna	196	5092607	5092607	50.61	49.39	145314	93289	25371	1439.0	25983	335844	200	0.00	0	0	21693	10	0	0	0	4.94	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.73	Yes	No
GCA_964006865.1.fna	84	5172696	5172696	50.60	49.40	191306	109284	44037	11476.0	61580	390679	313	0.00	0	0	22264	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_009793945.1.fna	707	5530902	5530902	50.29	49.71	118540	39763	2974	785	7823	331420	242	0.00	0	0	24321	13	0	0	0	5.42	3	GC:Normal,Size:Atypical	Escherichia Coli K12	99.29	Yes	No
GCA_040415535.1.fna	192	5062805	5062805	50.63	49.37	83572	39114	18504	6132.5	26369	319025	216	0.00	0	0	21402	10	0	0	0	4.91	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_040418265.1.fna	184	5053012	5053012	50.63	49.37	88705	43677	23776	5376.0	27462	269033	229	0.00	0	0	21383	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_040416295.1.fna	184	5063670	5063670	50.63	49.37	88711	44072	22872	5793.5	27520	226022	208	0.00	0	0	21439	10	0	0	0	4.91	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_964006915.1.fna	194	5404737	5404737	50.36	49.64	159034	80832	21415	2098.0	27859	391243	206	0.00	0	0	23915	10	0	0	0	5.25	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_050955345.1.fna	197	4916907	4916907	50.56	49.43	106886	62337	22822	2550	24959	304541	208	0.01	4	100	20899	16	0	0	0	4.77	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_966573225.1.fna	368	5494619	5494619	50.39	49.61	93841	34378	7341	2038.5	14931	255260	500	0.00	0	0	23991	10	0	0	0	5.36	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_964206275.1.fna	423	5105881	5105881	50.48	49.52	32554	17417	8381	4441	12071	137059	229	0.00	0	0	22057	11	0	0	0	4.98	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_964206525.1.fna	135	5293706	5293706	50.64	49.36	159797	84215	32234	4068	39213	650670	202	0.00	0	0	22503	10	0	0	0	5.13	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_040415975.1.fna	176	5043166	5043166	50.67	49.33	119229	51299	19270	4899.5	28654	335606	209	0.00	0	0	21614	11	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.51	Yes	No
