Kaptive version	Database name	Database version	Assembly	ST	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details	ST
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047525.1	ST131	KL127		Typeable		99.12%	95.76%	-777	14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.40%,99.40%;KL127_11_kfiB,100.00%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,partial;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,partial;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047605.1	ST131	KL112		Untypeable	-!	99.89%	30.87%	-9986	2 / 11 (18.18%)	KL112_10_DB_group_10,99.42%,92.93%,partial;KL112_11_DB_group_79,99.77%,99.77%	KL112_01_kpsF;KL112_02_kpsE;KL112_03_kpsD;KL112_04_kpsU;KL112_05_kpsC;KL112_06_kpsS;KL112_07_DB_group_33;KL112_08_kpsM_3;KL112_09_kpsT	0		0 / 11 (0.00%)		3	KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated	KL112_10_DB_group_10,99.42%,92.93%,partial;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047645.1	ST131	KL174		Typeable		98.82%	100.00%	1547	15 / 15 (100.00%)	KL174_01_kpsF,99.69%,99.70%;KL174_02_kpsE,100.00%,99.74%;KL174_03_kpsD,100.00%,99.82%;KL174_04_kpsU,95.93%,99.60%;KL174_05_kpsC,98.67%,99.85%;KL174_06_kpsS,99.76%,99.76%;KL174_07_kslE,100.00%,99.70%;KL174_08_kslD,100.00%,99.47%;KL174_09_kslD,100.00%,100.00%;KL174_10_kslC,99.69%,99.69%;KL174_11_kslC,100.00%,92.71%;KL174_12_kslB,100.00%,99.76%;KL174_13_kslA,99.24%,99.24%;KL174_14_kpsT,100.00%,99.55%;KL174_15_kpsM,100.00%,99.61%		0		0 / 15 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047685.1	ST131	KL127		Typeable	?!	99.10%	94.77%		14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.26%,81.44%,partial;KL127_11_kfiB,100.00%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		5	KL128_09_DB_group_51,100.00%,3.64%,partial;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL127_10_kfiB,99.26%,81.44%,partial;KL128_09_DB_group_51,100.00%,3.64%,partial;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047825.1	ST131	KL128		Typeable	-	98.46%	94.87%	-771	11 / 12 (91.67%)	KL128_01_kpsF,99.69%,99.70%;KL128_02_kpsE,100.00%,99.74%;KL128_03_kpsD,100.00%,99.82%;KL128_04_kpsU,97.97%,99.60%;KL128_05_kpsC,97.33%,99.85%;KL128_06_kpsS,98.51%,97.34%;KL128_07_DB_group_140,99.70%,99.39%;KL128_08_DB_group_51,99.78%,99.78%;KL128_09_DB_group_51,99.71%,96.22%;KL128_10_kpsT,99.10%,99.55%;KL128_11_kpsM,100.00%,99.61%		0		1 / 12 (8.33%)	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated	4	KL145_11_DB_group_98,100.00%,67.86%,partial;KL157_08_DB_group_38,100.00%,92.59%;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,67.86%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037047925.1	ST131	KL112		Typeable		98.22%	100.00%	0	11 / 11 (100.00%)	KL112_01_kpsF,99.69%,99.70%;KL112_02_kpsE,100.00%,99.74%;KL112_03_kpsD,99.28%,99.82%;KL112_04_kpsU,98.78%,99.60%;KL112_05_kpsC,97.04%,99.85%;KL112_06_kpsS,99.25%,99.75%;KL112_07_DB_group_33,97.67%,97.73%;KL112_08_kpsM_3,100.00%,99.61%;KL112_09_kpsT,99.55%,99.55%;KL112_10_DB_group_10,99.46%,99.91%;KL112_11_DB_group_79,99.77%,99.77%		0		0 / 11 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,94.74%,4.48%,partial	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,94.74%,4.48%,partial		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048105.1	ST131	KL114		Typeable	+	98.96%	100.00%	1	11 / 11 (100.00%)	KL114_01_kpsF,100.00%,99.70%;KL114_02_kpsE,100.00%,99.74%;KL114_03_kpsD,100.00%,99.82%;KL114_04_kpsU,100.00%,99.60%;KL114_05_kpsC,100.00%,99.85%;KL114_06_kpsS,100.00%,99.75%;KL114_07_DB_group_97,100.00%,99.87%;KL114_08_kfoA,99.60%,99.61%;KL114_09_kfoA,100.00%,98.25%;KL114_10_kpsT,100.00%,99.55%;KL114_11_kpsM,100.00%,99.61%		1	KL14_07_vatD,97.61%,99.52%	0 / 11 (0.00%)		5	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,partial	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,partial		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048185.1	ST131	KL114		Typeable	+	98.96%	100.00%	1	11 / 11 (100.00%)	KL114_01_kpsF,100.00%,99.70%;KL114_02_kpsE,100.00%,99.74%;KL114_03_kpsD,100.00%,99.82%;KL114_04_kpsU,100.00%,99.60%;KL114_05_kpsC,100.00%,99.85%;KL114_06_kpsS,100.00%,99.75%;KL114_07_DB_group_97,100.00%,99.87%;KL114_08_kfoA,99.60%,99.61%;KL114_09_kfoA,100.00%,98.25%;KL114_10_kpsT,100.00%,99.55%;KL114_11_kpsM,100.00%,99.61%		1	KL14_07_vatD,97.61%,99.52%	0 / 11 (0.00%)		5	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,partial	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,partial		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048265.1	ST131	KL112		Typeable	?-!	98.27%	88.70%		11 / 12 (91.67%)	KL112_01_kpsF,99.69%,99.70%;KL112_02_kpsE,100.00%,99.74%;KL112_03_kpsD,99.28%,99.82%;KL112_04_kpsU,98.78%,99.60%;KL112_05_kpsC,97.04%,99.85%;KL112_06_kpsS,99.25%,99.75%;KL112_07_DB_group_33,97.67%,97.73%;KL112_08_kpsM_3,100.00%,99.61%;KL112_09_kpsT,99.55%,99.55%;KL112_10_DB_group_10,99.47%,51.36%,partial;KL112_11_DB_group_79,99.77%,99.77%		0		1 / 12 (8.33%)	KL112_10_DB_group_10,99.44%,48.46%,partial	5	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL112_10_DB_group_10,99.47%,51.36%,partial;KL112_10_DB_group_10,99.44%,48.46%,partial;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048405.1	ST131	KL127		Typeable	?!	99.16%	94.77%		14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.26%,80.84%,partial;KL127_11_kfiB,100.00%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		5	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL127_10_kfiB,99.26%,80.84%,partial;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL186_09_DB_group_269,100.00%,14.63%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048425.1	ST131	KL127		Typeable		99.21%	95.31%	-860	14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.39%,98.20%;KL127_11_kfiB,99.73%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		6	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%;KL145_11_DB_group_98,100.00%,67.86%,partial;KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,67.86%,partial;KL186_09_DB_group_269,100.00%,14.63%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048485.1	ST131	KL127		Typeable		99.16%	95.31%	-860	14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.39%,98.20%;KL127_11_kfiB,99.73%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		4	KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037048945.1	ST131	KL138		Typeable		100.00%	95.29%	-777	12 / 12 (100.00%)	KL138_01_kpsF,100.00%,99.70%;KL138_02_kpsE,100.00%,99.74%;KL138_03_kpsD,100.00%,99.82%;KL138_04_kpsU,100.00%,99.60%;KL138_05_kpsC,100.00%,99.85%;KL138_06_kpsS,100.00%,99.75%;KL138_07_ybl128,100.00%,99.74%;KL138_08_DB_group_110,100.00%,99.79%;KL138_09_DB_group_43,100.00%,99.39%;KL138_10_DB_group_43,100.00%,99.78%;KL138_11_kpsT,100.00%,99.55%;KL138_12_kpsM,100.00%,99.61%		0		0 / 12 (0.00%)		3	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,6.84%,partial;KL147_13_rmlB,85.19%,7.11%,truncated;KL147_13_rmlB,92.31%,6.84%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,6.84%,partial;KL147_13_rmlB,85.19%,7.11%,truncated;KL147_13_rmlB,92.31%,6.84%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049045.1	ST131	KL174		Typeable	?!	98.71%	100.00%		15 / 15 (100.00%)	KL174_01_kpsF,99.69%,99.70%;KL174_02_kpsE,100.00%,99.74%;KL174_03_kpsD,100.00%,99.82%;KL174_04_kpsU,95.93%,99.60%;KL174_05_kpsC,98.67%,99.85%;KL174_06_kpsS,99.76%,99.76%;KL174_07_kslE,100.00%,99.70%;KL174_08_kslD,100.00%,99.47%;KL174_09_kslD,100.00%,96.77%,partial;KL174_10_kslC,99.39%,99.69%;KL174_11_kslC,99.75%,92.71%;KL174_12_kslB,100.00%,99.76%;KL174_13_kslA,99.24%,99.24%;KL174_14_kpsT,100.00%,99.55%;KL174_15_kpsM,100.00%,99.61%		0		0 / 15 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL174_09_kslD,100.00%,96.77%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049065.1	ST131	KL174		Typeable		98.82%	100.00%	1547	15 / 15 (100.00%)	KL174_01_kpsF,99.69%,99.70%;KL174_02_kpsE,100.00%,99.74%;KL174_03_kpsD,100.00%,99.82%;KL174_04_kpsU,95.93%,99.60%;KL174_05_kpsC,98.67%,99.85%;KL174_06_kpsS,99.76%,99.76%;KL174_07_kslE,100.00%,99.70%;KL174_08_kslD,100.00%,99.47%;KL174_09_kslD,100.00%,100.00%;KL174_10_kslC,99.69%,99.69%;KL174_11_kslC,100.00%,92.71%;KL174_12_kslB,100.00%,99.76%;KL174_13_kslA,99.24%,99.24%;KL174_14_kpsT,100.00%,99.55%;KL174_15_kpsM,100.00%,99.61%		0		0 / 15 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049145.1	ST131	KL112		Typeable		98.36%	100.00%	0	11 / 11 (100.00%)	KL112_01_kpsF,99.69%,99.70%;KL112_02_kpsE,100.00%,99.74%;KL112_03_kpsD,99.28%,99.82%;KL112_04_kpsU,98.78%,99.60%;KL112_05_kpsC,97.04%,99.85%;KL112_06_kpsS,99.25%,99.75%;KL112_07_DB_group_33,97.67%,97.73%;KL112_08_kpsM_3,100.00%,99.61%;KL112_09_kpsT,99.55%,99.55%;KL112_10_DB_group_10,99.46%,99.91%;KL112_11_DB_group_79,99.77%,99.77%		0		0 / 11 (0.00%)		4	KL157_08_DB_group_38,100.00%,92.59%;KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%	KL186_09_DB_group_269,100.00%,14.63%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049305.1	ST131	KL174		Typeable	?!	98.71%	100.00%		15 / 15 (100.00%)	KL174_01_kpsF,99.69%,99.70%;KL174_02_kpsE,100.00%,99.74%;KL174_03_kpsD,100.00%,99.82%;KL174_04_kpsU,95.93%,99.60%;KL174_05_kpsC,98.67%,99.85%;KL174_06_kpsS,99.76%,99.76%;KL174_07_kslE,100.00%,99.70%;KL174_08_kslD,100.00%,99.47%;KL174_09_kslD,100.00%,96.77%,partial;KL174_10_kslC,99.39%,99.69%;KL174_11_kslC,99.75%,92.71%;KL174_12_kslB,100.00%,99.76%;KL174_13_kslA,99.24%,99.24%;KL174_14_kpsT,100.00%,99.55%;KL174_15_kpsM,100.00%,99.61%		0		0 / 15 (0.00%)		4	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL174_09_kslD,100.00%,96.77%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049765.1	ST131	KL112		Typeable	!	98.37%	100.00%	1	11 / 11 (100.00%)	KL112_01_kpsF,98.88%,86.59%,truncated;KL112_02_kpsE,100.00%,99.74%;KL112_03_kpsD,99.28%,99.82%;KL112_04_kpsU,98.78%,99.60%;KL112_05_kpsC,96.89%,99.85%;KL112_06_kpsS,99.25%,99.75%;KL112_07_DB_group_33,97.67%,97.73%;KL112_08_kpsM_3,100.00%,99.61%;KL112_09_kpsT,99.55%,99.55%;KL112_10_DB_group_10,99.46%,99.91%;KL112_11_DB_group_79,99.77%,99.77%		0		0 / 11 (0.00%)		6	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%;KL157_08_DB_group_38,100.00%,92.59%;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,4.95%,partial	KL112_01_kpsF,98.88%,86.59%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,4.95%,partial		ST131
3.3.2	Escherichia_coli_Group_2_and_3_K	4.0.0	GCA_037049825.1	ST131	KL127		Typeable		99.30%	95.77%	-776	14 / 14 (100.00%)	KL127_01_kpsF,100.00%,99.70%;KL127_02_kpsE,100.00%,99.74%;KL127_03_kpsD,100.00%,99.82%;KL127_04_kpsU,100.00%,99.60%;KL127_05_kpsC,100.00%,99.85%;KL127_06_kpsS,100.00%,99.74%;KL127_07_kfiD,100.00%,99.75%;KL127_08_kfiC,100.00%,99.69%;KL127_09_kfiC,100.00%,98.84%;KL127_10_kfiB,99.40%,99.40%;KL127_11_kfiB,100.00%,99.73%;KL127_12_kfiA,99.58%,99.58%;KL127_13_kpsT,100.00%,99.56%;KL127_14_kpsM,99.61%,99.61%		0		0 / 14 (0.00%)		5	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%;KL145_11_DB_group_98,100.00%,92.86%;KL145_11_DB_group_98,100.00%,92.86%;KL145_11_DB_group_98,100.00%,92.86%;KL145_11_DB_group_98,100.00%,92.86%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL162_13_rmlA_2,88.19%,98.97%;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated	KL128_09_DB_group_51,100.00%,3.64%,truncated;KL128_09_DB_group_51,100.00%,3.64%,truncated;KL145_11_DB_group_98,100.00%,92.86%,partial;KL147_13_rmlB,100.00%,7.11%,truncated;KL147_13_rmlB,85.19%,7.11%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated;KL173_12_DB_group_98_wckE_2,100.00%,6.13%,truncated		ST131
